time,open,high,low,close,Volume
1701986400,2028.515,2034.065,1994.74,2004.44,200139
1702245600,2004.44,2007.85,1975.895,1981.84,153138
1702332000,1981.84,1996.76,1977.28,1979.435,139693
1702418400,1979.435,2027.88,1973.09,2027.575,151582
1702504800,2027.575,2047.935,2024.28,2036.265,228726
1702591200,2036.265,2044.945,2015.65,2019.54,170501
1702850400,2019.54,2033.75,2016.065,2027.24,120635
1702936800,2027.24,2047.03,2021.75,2040.245,125108
1703023200,2040.245,2043.535,2027.485,2031.78,133107
1703109600,2031.78,2046.105,2031.62,2045.92,150695
1703196000,2045.92,2070.705,2045.92,2053.2,181401
1703541600,2053.2,2069.085,2053.2,2067.71,74447
1703628000,2067.71,2084.495,2061.51,2077.12,111713
1703714400,2077.12,2088.545,2064.725,2065.265,157847
1703800800,2065.265,2074.845,2058.275,2062.97,153493
1704146400,2062.97,2078.975,2055.89,2059.045,147595
1704232800,2059.045,2066.005,2030.695,2041.29,170951
1704319200,2041.29,2051.015,2036.3,2043.435,130668
1704405600,2043.435,2064.035,2024.525,2045.625,176517
1704664800,2045.625,2046.685,2016.82,2028.035,151015
1704751200,2028.035,2042.035,2026.185,2030.02,141030
1704837600,2030.02,2040.3,2020.525,2024.32,128137
1704924000,2024.32,2045.17,2013.39,2029.015,192985
1705010400,2029.015,2062.31,2029.01,2049.155,175463
1705269600,2049.155,2058.67,2045.835,2054.765,87639
1705356000,2054.765,2055.615,2024.33,2028.505,189760
1705442400,2028.505,2032.98,2001.895,2006.335,179800
1705528800,2006.335,2023.395,2005.835,2023.02,143058
1705615200,2023.02,2039.415,2020.475,2029.62,133853
1705874400,2029.62,2032.175,2016.605,2021.66,139263
1705960800,2021.66,2037.975,2019.675,2029.155,137669
1706047200,2029.155,2036.735,2011.275,2014.235,159915
1706133600,2014.235,2025.32,2009.445,2020.94,158304
1706220000,2020.94,2026.9,2015.995,2018.59,108939
1706479200,2018.59,2037.61,2018.59,2032.53,106752
1706565600,2032.53,2048.63,2029.1,2036.83,126990
1706652000,2036.83,2056.07,2030.94,2039.155,169978
1706738400,2039.155,2065.53,2030.07,2054.825,182127
1706824800,2054.825,2057.705,2027.87,2039.75,152844
1707084000,2039.75,2042.315,2014.96,2024.89,147970
1707170400,2024.89,2038.945,2022.975,2035.885,122017
1707256800,2035.885,2044.655,2030.645,2035,111640
1707343200,2035,2038.785,2020.25,2034.21,118816
1707429600,2034.21,2037.25,2020.35,2024.36,114125
1707688800,2024.36,2027.665,2011.945,2020.01,95774
1707775200,2020.01,2031.588,1990.155,1993.09,109390
1707861600,1993.09,1996.155,1984.305,1992.365,111101
1707948000,1992.365,2008.34,1990.325,2004.4,109685
1708034400,2004.4,2015.23,1995.16,2013.23,106807
1708293600,2013.23,2023.07,2000.355,2017.945,67228
1708380000,2017.945,2030.92,2015.12,2024.415,104705
1708466400,2024.415,2032.33,2020.095,2026.04,101282
1708552800,2026.04,2034.945,2019.715,2024.355,112713
1708639200,2024.355,2041.41,2016.125,2035.375,113119
1708898400,2035.375,2037.13,2025.115,2031.25,101354
1708984800,2031.25,2039.51,2028.855,2030.445,100546
1709071200,2030.445,2037.95,2024.555,2034.46,102208
1709157600,2034.46,2050.745,2028.165,2044.29,120182
1709244000,2044.29,2088.38,2039.11,2082.73,140480
1709503200,2082.73,2119.975,2079.53,2114.365,145983
1709589600,2114.365,2141.88,2110.53,2128.045,163751
1709676000,2128.045,2152.25,2123.765,2148.15,155605
1709762400,2148.15,2164.8,2144.255,2160.115,157706
1709848800,2160.115,2195.235,2154.06,2179.105,164938
1710104400,2179.105,2189.125,2174.86,2182.73,127654
1710190800,2182.73,2184.815,2150.66,2158.46,149448
